"reviewerID"^"productID"^"positiveVotes"^"negativeVotes"^"reviewText"^"ratingGiven"^"reviewTime"
dmprn777, ^16825648^0^1^"My 5yr old loves the book & is so excited about reading the whole book by himself!"^5^March 24, 2013
Corinne, ^683140837^1^0^"My 2 year old nephew absolutely loves this book as well as the song. It makes me smile when he smiles reading it to him."^5^March 3, 2019
NewMommy, ^683140837^1^0^"Other than the fact that it's a softcover rather than a hardcover like the description says, it's a cool book."^4^February 7, 2019
JewelofBoston, ^44781354^20^4^"I majored in English in college, so reading and writing is something I enjoy. This set gives me, as a parent, a guide on how to engage my son in the process of reading, learning sight words, and critical thinking about the stories. He loves paw patrol and I can tell he is proud with his reading comprehension."^5^October 12, 2017
Momma, ^44781354^9^2^"Fun for any child"^5^November 23, 2016
Tsila, ^44781354^9^2^"This was a gift for my Grandson for Christmas and he loves them."^5^January 5, 2017
Nita, ^44781354^8^2^"These are great!!! My daughter able to read them to my son who loves paw patrol"^5^December 18, 2016
Txtornado, ^44781354^5^13^"I ain't mailed them to my grand baby, but I know he will enjoy them.he's a Paw Patrol fan."^5^March 2, 2017
granparents, ^44781354^2^0^"This was a Gift for my grandson who lives 1300 miles away, but his Father (my Son) said this little boy hasn't put these books away since he got them. THAT is an endorsement."^5^March 22, 2018
disappointed, ^44781354^1^0^"this is a waste of 9 dollars. the box is size of a DVD and about 1 1/2 thick. books are tiny about the size of a CD case. their paperback and cheap. i would look elsewhere for books like this of better quality."^1^November 30, 2018
BusyParents7, ^29454736^18^0^"My son loves the books. It is a great deal to buy them all together instead of separately."^5^December 8, 2014
gizmo25, ^29454736^9^4^"I love the new book covers"^5^January 29, 2016
Amanda, ^29454736^5^1^"My daughter loved them. I'm very satisfied!"^5^December 28, 2015
CB602, ^29454736^4^0^"My daughter loves it!"^5^November 12, 2017
Melissa, ^29454736^2^5^"My set came with two books fours and no book five.  Can we fix this?"^1^December 25, 2016
Marymws, ^29454736^1^17^"I purchased this item as a Christmas gift for my granddaughter, therefore, I have no reference as to the satisfaction level."^3^December 13, 2015
Crystal, ^45761465^46^4^"My fault for not reading the dimensions before purchasing. And although they are very nice. I love the 'leather'covers and the colors. They would be great for display if they were regular sized. However these books are tiny. Similar to the size of a child's bible. I can not comfortably read it. If you are looking for average sized books these are not for you."^3^May 17, 2016
cereal742, ^45761465^26^4^"They were books, my wife likes books and since I like my wife and she like books I bought her books."^5^June 14, 2016
Mbellis88, ^45761465^7^1^"This a beautiful set! They are the size of normal paperbacks! Very pleased!"^5^June 21, 2016
CalebsMom99, ^378996^140^10^"We all know this is a great book to buy for a graduation present. Let me share a little tip with you, though. Buy this book for your child and take it to the teachers they've had. Let each teacher write a note in it for them. My son is in 3rd grade and my twin daughters are in 1st grade. I purchased three copies of this book and will be having every teacher sign it at the end of the year. I will give it to each child at their graduation party. Can you imagine receiving such a gift? I loved this idea so much that I had to share it. What a blessing to our children and what a way to build up their self worth as they prepare for college!"^5^June 8, 2008
NOMom, ^378996^19^2^"I got this book for both of my children. I am having their teacher's sign the book and plan to keep it and give it to them as a gift when they graduate high school!"^5^May 16, 2012
happyriders, ^378996^13^6^"truly a fun book to read, was given to grad for present, walmart had best price out of 8 different places we searched by $5,"^5^July 8, 2009
Shari, ^378996^12^5^"Love Dr. Seuss and so do my grandkids.  Bought this book for a specific reason.  Saw online how a dad purchased this book years ago and had his daughters teachers write something in it from pre-school through her Senior years.  He gave it to her when she graduated.  I wanted to do the same thing with my granddaughter."^5^February 12, 2017
FrugalAndSavvyShopper, ^378996^11^2^"I bought this book for two reasons. One, I loved it as a child. Two, I saw an idea on Pinterest. The idea is each school year to have your child's teacher write them something about your child on a page until they graduate high school, then give it to them as a graduation gift."^5^March 18, 2014
KatP, ^378996^10^2^"This book was perfect!
Hardcover was in perfect condition. 
Barnes and Noble was selling it for 20 dollars Target was selling it for 15 and its the exact same book!"^5^May 31, 2016
^378996^6^5^"The first time I read this book was in college. One of my professors read it on the first day of class and emphasized that we can all do great things in life so long as we have the drive.
I looked for this book online and found that a lot of the used books have descriptions that read 'writing on the first page', 'inscription on first page', etc...this seemed to me to be a testament of this book that people enjoy it so much and find it worthwhile enough to gift it over and over again throughout the years.
I am purchasing this book for my little sister for her high school graduation and I hope that she will enjoy it as much as I have.
This is one of the most meaningful and wonderful Dr. Seuss books I have ever read! Highly recommended for children through adults!"^5^May 14, 2008
ILUVEP, ^378996^5^2^"I went to graduation parties where they had this book and had people sign well wishes to the graduate. I decided to get the book for my two kids and use quotes out of the book for their senior tribute page in their yearbook too. Such a great idea and they will has this for the rest of their lives to look at."^5^December 7, 2012
LosAngeles, ^378996^5^2^"A 'must have' in every household with and without children! :)"^5^March 5, 2017
mcoleman629, ^378996^4^1^"This book is awsome. My son loves it and as an adult I found it rather profound and enlightening. Insightful even."^5^November 7, 2007
Curlygirl, ^378996^2^0^"I added the book to a little outfit as a baby/ brother gift. Worked perfectly. Mom happy ; brother happy."^5^April 26, 2016
andrussk, ^378996^1^0^"Bought one of these for each of my little one so each teachers can write a little something in it over the years."^5^June 4, 2016
SHOPGIRL38, ^378996^1^1^"MUST HAVE.THIS BOOK IS FOR ALL AGES. READ TO MY LITTLE GIRL EVERYNIGHT."^5^April 3, 2009
425r, ^378996^1^1^"Exactly the same book you purchase elsewhere for nearly twice as much"^5^March 25, 2014
dhasselhoff, ^378996^1^2^"Such a cute book for graduation gifts this was the best price"^5^May 24, 2016
Heather, ^378996^1^1^"I love this book, and planned to buy one for each of my kids so their teachers could sign it. However, when I ordered them it limits you to 3 per order, and I have 4 kids. Plus when I bought all 3 with another item I earned free shipping; so now I need to either stop at a store and hope they have it or pay for shipping on one book."^3^December 8, 2015
mamaowl2012, ^378996^1^2^"Although I love this book, this listing says it's for the 'Party Edition' but when I ordered it it was no different than the regular edition. The party edition is supposed to have a more decorative cover and the one I recieved was plain. I double checked the ISBN on this listing and the plain version listing and they are the exact same."^2^May 5, 2012
SherryAnne, ^43378712^16^0^"It is so-o-o worth it. I have not put the 1st book down since I got it. After I saw the first season on Starz And ordered the dvd through walmart.com. I had to read the books to see how the author developed the characters. Book to screen is always different. It is just not possible to show your personal experience with a book on screen. Both versions are fantastic! I have not read a book in over 40 years."^5^July 7, 2015
trubiemom, ^43378712^3^2^"I love the way these books are written and the stories that they hold. Once you begin reading, you become completely engrossed in the period and in the character lives and you just have to continue to the next book to see how their story unveils."^5^May 9, 2016
Nana, ^43378712^3^2^"Love the series and books."^5^June 21, 2015
Dans, ^43378712^2^1^"Books were a gift recipient was thrilled. Paid for 2 day delivery, took 3 days to receive it. Thank god it didn't go 4 days and force us to use excuses to our kid."^4^February 23, 2016
Happy, ^43378712^2^0^"I am very pleased with this purchase. These books are made very nice and I had placed an order for them at another store, but was told they would not be shipped until December 2016.. I received these books about three days after ordering them."^5^March 19, 2016
Barbm, ^43378712^1^1^"Bought this as s gift for my Mom and she loved it !! I was happy because it was a great price . It was much more expensive elsewhere"^5^April 23, 2016
Glamb06, ^2454841^2^0^"Great for children just learning to write, easy to wipe off if they make a mistake."^5^August 14, 2015
Zelli, ^2454841^1^0^"Great item! Was a gift for grandson for Christmas!"^5^January 3, 2017
Shyanne, ^47047942^4^1^"This book has accurate pictures and is lovely to look at and to color. It takes you right into the world of Harry Potter."^5^November 21, 2015
Disappointed, ^47047942^3^1^"I was so excited to get this in the mail. When I flipped through the book though I was very disappointed. There are a few very intricate detailed pages but most of them look like a coloring book from the dollar store."^2^November 22, 2015
NCGal83, ^47047942^2^2^"I received this book as a gift. I had seen the book at Wal-Mart but didn't buy it. I was surprised when my mom showed up with this book. I am a HUGE HP fan so I was really excited to receive this. I am not a fan of the adult coloring books but figured that since it was Harry Potter that I would love it. Well I was wrong. There are some good pages, but there are one with so many details that it would take to long to color and I would lose interest. I just think that this book was not as great as I expected and I was disappointed."^3^February 19, 2016
favoritegrandmother, ^47047942^2^1^"they loved it! hours of fun"^5^May 11, 2016
Jill, ^47047942^2^0^"This is a great book. I love coloring the cool pictures."^5^May 22, 2016
mini, ^47047942^2^0^"if you love harry potter you're gonna love it"^5^February 5, 2016
Angela143, ^47047942^1^1^"Flipping love it ..the book is awesome"^5^April 8, 2016
Guyguyguy, ^11012719^5^2^"This book enhance the behavior of people with people. The EI test is very helpful and provides a report in seconds. No need to study before. In addition the test can be re-done later on to see the changes in EI."^5^March 18, 2011
Delicious, ^56077266^2^0^"Bought this for my 10 year old, and he enjoyed it. We have the whole set,  so this was a must, and it was a hit!"^5^March 9, 2018
Lily, ^56077266^2^1^"My son really wanted this book and was so happy when he knew I had bought it for him.  He has all the dog man collection."^5^January 5, 2018
whatzitooya, ^231518^25^0^"I have just purchased this book along with the kindergarten and pre-school versions of this book and I am impressed. I've spent a lot of money and time purchasing work books for my three kids and they can't even touch everything that's in these books. 320 pages of everything they are ACTUALLY learning in school. It's really got everything you'll need to get your kids through school and on a level they can understand. I'd purchase this book before even looking another one's direction."^5^March 11, 2010
hugsforkids, ^231518^8^0^"Great item for summer review and readiness for the next school year. Large book with a lot of different activities and exceptional price at walmart.com."^5^June 7, 2010
Lockemama5, ^231518^4^4^"These books are GREAT!
I have used in homeschooling from Grades K -3 for years.
The kids LOVE them!
They have Core Standard curriculum. They are challenging and offer FUN activities!
GREAT prices @ Walmart AND Sam's Club!!"^5^July 20, 2012
AHCH, ^231518^3^0^"Fun way to work on skills over the summer!"^5^June 20, 2014
RRalph, ^231518^2^1^"My husband recently had a stroke and at least 90% of this book has been helpful to him"^5^April 12, 2016
SMSsinok, ^231518^1^2^"I bought this for my daughter who just graduated from Kindergarten. I wanted to keep her busy and entertained this summer so that she didn't lose a whole years worth of work in a few short months. She loves this book and looks forward to working in it and learning a little bit everyday."^5^June 11, 2015
childrenslove777, ^231518^1^0^"Thank you for this book its just what I was looking for a little bit of everything in one book. Thank you for your fast service too. I recieved it the next day."^5^June 19, 2010
bker, ^231518^1^0^"my daughter is really excited about this workbook"^5^March 25, 2014
Wendy, ^231518^1^0^"I love this book... I like the all the color... great tool for homeschooling"^5^March 16, 2017
tchand, ^231518^1^0^"My child is going into first grade, and I wanted a workbook for him to work on his letters, spelling, and math for over the summer. This has all of that and more, and he really enjoys it. A fun way to keep him practicing and learning over the summer."^5^August 10, 2013
JayJay50, ^231518^1^0^"This book was purchased for our grandson who just completed kindergarten. We are hoping this will reinforce what he has learned and keep him from losing ground during the summer break."^5^June 29, 2014
NachoMan, ^734355006^36^0^"Powerful, powerful book. I haven't come across a better book for a young or older mom to read. My wife handed me this book to read after reading it herself (and wiping away her tears). As you read this story, you quickly see where it's going, but that doesn't diminish the impact of the final pages. As much as I tried to remain stoic and composed (my wife was right there watching!), my face flushed, a lump formed in my stomach and throat, my eyes welled up with tears and (by the end) a few tears dripped off my nose. Perhaps I'm a softy, but this book really has an impact. As much as I love my two sons and can't imagine anyone loving them more, this book opened my eyes to how special and unique the love between mother and son is."^5^January 11, 2010
Babystonecold, ^734355006^28^3^"I read this book to my son when he was a baby at least once a week. I read to him every night and he had a lot of books for me to choose from, but I kept going back to this one. As he got older, he started singing the little verse with me, only saying 'my mommy you'll be'. I thought it was so sweet! He's 12 yrs old now and from time to time (mainly when he's sick or has a lot on his mind), I'll get this book out and read it to him. That may sound corny, but it kind of fits the book! We will love this book forever!!!
I have also bought this book for several moms-to-be as part of their shower gift."^5^August 7, 2011
JeremiahAndHeather, ^734355006^19^0^"i remember this book from when i was little, so i wanted to find it for my son. walmart was the cheapest place, too.

it's a great story, and it still brings tears to my eyes every time i read it."^5^September 20, 2009
Raleighmomof1, ^734355006^9^3^"I ordered this book for my son's 1st birthday. I've read it to him a few times, but he doesn't quite have the attention span for this 28 page book. I look forward to reading it to him when he is a little older. I really like the story--demonstrates how a Mother will always love her baby no matter how old he gets. My husband, on the other hand does not like the book. My husband called the mom in the book a 'stalker mom'--when the son is grown and moved away, his mother drives across town, opens the window, and holds her son (rocking and singing to him). I gave only 4 stars since my husband dislikes the book. I'm keeping this book because I like that it portrays a deep & special bond between a mom and her son. I'm sure my son will like it when he is older."^4^October 1, 2011
yoopergirl49781, ^734355006^8^0^"This is the second book I bought. The first one was for my son and it is wonderful! So I bought it again for my new nephew. I recommend this if you have a son, nephew or a friend is having a little boy."^5^February 22, 2014
b1mom, ^734355006^8^2^"This is one of the cutest, most heartwarming books I have ever read. I bought it for my son (age 33 :) because the picture on the front looks exactly like a memory we had when he was almost 2 years old. My son, 'then,' escaped my watch for a few minutes when he made believe that he was going to potty. Little did I know that he was in some mischief with the toilet paper & an entire tube of toothpaste!( a HUGE tube!) When I went to check on the 'potty status,' I opened the bathroom door expecting to, of course, see him sitting calmly on the potty chair. Then suddenly I gasped at the sight before my eyes! My usually 'trouble-free' little boy was covered in toothpaste, the toilet paper roll was UNrolled all over the bathroom. There was toothpaste & toilet paper on the toilet seat, the sink, the floor, the door, the mirror & all over the shower floor! Needless to say, I'm sure that my son expected to get in trouble for this, but all I could do was laugh!

So, now you see why I just HAD to buy this book. Like I said, I got it for my son. (actually for Mother's Day gift-because I wouldn't be a Mom if I didn't have him as a son!) But I had to read it before I sent it to him. This book is absolutely priceless with the message it sends to children ( & adults,) about the love of a mother. And what an ending! You just have to get this book! The only thing I would change is . . .the age level! I think it should read 'for ages 3 to 103!"^5^May 18, 2010
WONDERFULPRESENT, ^734355006^4^0^"I first brought this book over 20 yrs ago for my youngest child. I loved it so much, that I have brought a copy for each of my 7 grandchildren. I am now purchasing this copy for my soon to be great grandchild!!!!

AN EXCELLENT BOOK!!!!"^5^July 11, 2013
NewMomInTX, ^734355006^4^2^"I would definitely recommend this book to any mother out there... it's a very touching book, even thinking about it makes me emotional! I looked around everywhere and in book stores and most other stores the book was nearly $25! quite the bargain to get it from WalMart.com! I read this book to my little boy every night... :)"^5^April 13, 2008
Becca08, ^734355006^4^0^"I ordered this for my 3 month old son. The first time I read it it brought tears to my eyes. The love of a mother for her son is the theme of this book!!"^4^August 23, 2010
cegreasamar, ^734355006^3^0^"I've read this book before and bought some as gifts. There is no other child's book that will tug at a mother's heartstrings as this..."^5^October 9, 2009
BedtimeStoryMom, ^734355006^3^4^"I have a 2 yr old son and a 4yr old daughter. They LOVE this story. They chose to read this story just about every night and the song that is song throughout this book has become a song that we sing together every time it appears in the story. The kids even get my husband to sing, which is AMAZING! It touches all of us. WE LOVE THIS STORY! (I'm actually purchasing a nother copy today for the kids' baby-sitter, who's son is graduating from high school this year. It will most likely bring tears to her eyes! (Good ones, of course)!"^5^June 17, 2008
kiss1023, ^734355006^2^0^"I am a reader and have read many books but this is so heartwarming I bought it for my 3 grown sons. They need one like this for girls."^5^August 30, 2014
nannybebette, ^734355006^2^0^"This is a very sweet & beautiful little story with
lovely illustrations. We have used it as a family
gift for over twenty years and will continue to do
so. It was nice to find it here."^5^February 20, 2014
Lovey, ^734355006^2^0^"I have 5 kids and was given this book by my pediatrician. One of my kids favorites still today and I bought this for my first grand baby"^5^September 23, 2016
YellowPeep, ^734355006^2^0^"I would recommend this book for any child. I bought 3 to give as gifts. It was cheaper online than in the store and was ready when promised. Great experience shopping with Wal-Mart!"^5^July 27, 2014
^734355006^2^0^"I bought this for my cousin, who just became a father at age 40+. I have used this same title as my 'go to' baby shower gift for years. It is guaranteed to bring both laughter and tears to its readers!"^5^December 28, 2014
RnRsMom, ^734355006^2^0^"I was given this book as a gift and what a wonderful gift it was. It's a story about the love between a parent and a child and it couldn't be more correct. I've had the book for two years now and tear up every time I read it to one of my sons. Happy tears; that's what they call them."^5^February 21, 2008
JLynn725, ^734355006^1^0^"I give this book at every baby shower. The person receiving the gift always tells me how much they love the book after they get a chance to read it."^4^December 16, 2011
jigjag, ^734355006^1^0^"This book is so poignant.  It's one every mother who has a son she loves dearly should read."^5^October 16, 2016
GrandmaDN, ^734355006^1^0^"I bought this for my daughter and daughter-in-laws. They just loved it."^5^May 14, 2010
HappyRenee, ^734355006^1^0^"I had this book for my youngest and that was 25 years ago. I LOVE this book and have bought it several more times for people who have given birth. Its a very touching story."^5^June 14, 2016
langauge, ^734355006^1^0^"I use this book every Mother's Day to read to my class. There are always tears at the end - those tears are love tears because this story is so moving. I will also give this book to my niece who is have her first baby in December. Great present!"^5^September 4, 2013
BESB, ^734355006^1^0^"I loved this book as a child so I purchased it for my nephew to go in his Easter basket. He loves to be read to."^5^March 17, 2013
ryansnanny, ^734355006^1^0^"This book touches all ages, its about roll reversal, the thing that happens to all of us and those we love so much, a true love story for young and old"^5^December 2, 2008
walmartismyprice, ^734355006^1^0^"Every woman who is a mother, or mother-to-be, should own this book. every person who is the child of a mother should own this book. My grown son and I still add 'love you forever' to cards, emails and text messages. A beautiful book about family love and how that love keeps going forever."^5^November 25, 2008
^734355006^1^0^"My 2 yr. old grandson loves to come hand out toilet paper to any one that uses the toilet. The picture on the front cover captures him so well. A sweet book for 3 & under."^5^June 13, 2013
Cheap, ^734355006^1^0^"Once I found out the reason the book was written, I loved it even more......"^5^June 11, 2016
angel1988, ^734355006^1^0^"I loved this book when I was little now I can read it to my 5 month old daughter. It is a very special book to me."^5^October 27, 2009
FallingUp, ^734355006^1^0^"Love reading this book to my little man!"^5^March 24, 2011
gkzs, ^734355006^1^0^"My children remember my reading this book them when they were children. They asked for a copy to read to their children. Great Valentine's Gift - one that lasts longer than candy. Momma G"^5^January 20, 2014
pmta, ^734355006^1^1^"I raised 3 sons and read this book to them.....still makes me tear up! Got it for my new grandson for his mommy to read to him! Love this book!"^5^February 24, 2015
Gelbman, ^734355006^1^0^"This book is so emotional and touching i cried the first time I read it to my daughter and I want her to read it to her kids."^5^March 15, 2013
Chichi8, ^734355006^1^1^"I use to read this book to my classroom of little ones. I started to read it to my grandkids when they were first born until they were in Kindergarten. I bought these books for my grandchildren to read to my great grandchildren. This is one of the nicest stories I have ever read."^5^June 4, 2014
Onevoice, ^734355006^1^0^"This is a great book to read to your children. Kids will remember it in their adult years. Mine did. I'm continuing the legacy of this book with my grandkids."^5^June 26, 2016
SweetViolin, ^734355006^1^0^"This is the story of a mother who takes care of her little boy from diapers to the teenage years and all the way through adulthood. As the mother ages and becomes more dependent, it tells the story of how the son gives back and takes care of his mother in her old age. It's very touching; a great 'circle of life' story and one that illustrates the love between a parent and child. This book is great for girls too but because it's the story of the special relationship between mothers and sons, I love giving this book to new mothers of baby boys or mothers of toddler boys. It makes me tear-up every time. When my kids were little, it was always the story they wanted me to read. I made up a little tune to go with the song so you can make it unique to your family. I just bought 5 copies to have on hand for gifts."^5^November 26, 2012
eansmommy, ^734355006^1^0^"As a mother I think this is the BEST book I've ever read -- It truly shows the love a mother has for her child .. and then in return the love the child has for his mother.

This book reminded me of the love my own mother had for me .. and the love I had (still have) for her as I held her close to me during her own passing.. So it brought tears to my eyes & showed me how unconditional love truly can be."^5^December 4, 2009
kggv, ^734355006^1^0^"i remember this book from when i was a child.. i used to read it all the time.. i am now going to have a son and am so happy i found this book."^5^December 4, 2008
babe1o23, ^734355006^1^0^"you must read this with your children or grandchildren. it will make you cry once you read it"^5^May 3, 2011
Widow4life, ^734355006^1^1^"Love,love,love this!"^5^March 17, 2014
geminibabee, ^734355006^1^0^"I looked EVERYWHERE for this book! Then I found it at Walmart for cheap and it was an all time favorite childhood story of mine!"^5^June 1, 2010
mommacakes, ^734355006^1^0^"best book ever! My husband even cried when reading this book! I think all parents should buy this book for there kids!!!!"^5^November 25, 2009
kathy327, ^734355006^1^0^"It is so endearing. It always makes me cry at the end. I finally got to buy it so I have my own copy. No one could have kept from buying it."^5^December 24, 2016
Stevie, ^734355006^1^0^"My Daughter is 22 months old and her attention span is short. This story is some what long for her age, but on a patient night she can sit through it. There is a song in the book on every other page and when I sing it to my Daughter she sings along with me ...it helps make the book more entertaining. The story itself is so sweet I almost cried! If you've never read this before, I highly recommend this classic!"^5^June 10, 2015
Brendiux, ^734355006^1^0^"I borrowed this book from the library and I read it to my son several times. We loved it! So I decided to buy one. I checked online and Walmart had the best price, plus free shipping.
A must have book! It will bring tears to your eyes!"^5^April 7, 2010
LoveToReadromanceBooks, ^734355006^1^0^"It's a tradition in my wifes family to buy this book for each baby. Our eldest is expecting our first grandchild so we continue with the tradition. I remember seeing her read this for the first time and she cried for how sweet it is. It brought a tear even to MY eye. I would, as would my wife, recommend this book for every new mother."^5^March 15, 2011
AirMare, ^734355006^1^0^"We need to stop listening to the naysayers about this book. This is a great expression of how strong love is. That you are loved for who you are and not for what you do or have done wrong. If we had more unconditional love like this, could you just imagine what a wonderful world this would be."^5^May 30, 2015
DeltonaMom2, ^734355006^1^0^"I make it a point to give to everyone I know who has a little boy. It is really a special book for Mom's of little and big boys. A must read !"^4^February 4, 2017
AnArmyMom, ^734355006^1^0^"I have three children and this book is good for all ages. I read the book for the first time the day that I had taken my son to the airport to fly overseas. I cried through out the whole book.Very good book."^5^June 5, 2010
suprisebabyat41, ^734355006^1^0^"My oldest daughter had this book when she was small. When I unexpectedly had my second miracle 15 years later, this was one of the first books I looked for. Even if she's not yet old enough to appreciate the story, I love the verse."^4^May 2, 2009
SISSY9970, ^734355006^1^0^"I've bought this book for everyone I know haveing a child. I love reading this book to my son. It is a beautiful story. It will make you cry."^5^December 28, 2008
Swan4, ^734355006^1^0^"One of my favorites of all time! As a mom, I cry every time I read this story."^5^October 16, 2015
shelly, ^734355006^1^0^"Cute book great addition"^5^February 15, 2016
Nikki, ^734355006^1^0^"My 8 month old son loves hearing me sing the words from this book. I've been singing it every day from the time he was born. We love this book!"^5^July 14, 2016
KK617, ^734355006^1^0^"My little brother had this story when we were children and I remember stealing it from him all the time. Now I have two boys of my own, and I can truely understand why my mother bought it for my brother so many years ago. the first time I had read it since I was a child, it was to my first son, while I was pregnant with my second, and I cryed knowing the significance of the story. I have now gotten each of my boys a copy of it for Christmas. its about the unconditional love between a mother and her little boy, no matter how old he gets. I would highly recomend this story to anyone!"^5^August 21, 2008
LovingMommy47, ^734355006^1^0^"This is a classic! Our Mom read this to us when we were little and am very excited to have it to read to our children."^5^May 18, 2012
luvvss, ^734355006^1^0^"I read this story to my kids when they were young. They loved it. My son used to want to want me to read it and he would act it out. Even after over 20 years i still send that same message to them. I LOVE YOU FOREVER, I LIKE YOU FOR ALWAYS, AS LONG AS IM LIVING MY BABIES YOU WILL BE."^5^April 9, 2016
jenigirl87, ^734355006^1^0^"this is a great book my two year old loves it and so do i"^5^January 27, 2010
Feetwet, ^734355006^1^1^"Both my kids and I love this book. They had received them when they were younger and fell in love with it. I had to get replacements for them. I would definitely recommend this book for any mother for her children."^5^March 28, 2011
LottaB, ^734355006^1^0^"Absolutely love this book. My grandmother use to read it to me when I was a child now I'm reading it to my daughter. :) it's a wonderful bedtime story"^5^December 5, 2011
Number1Educator, ^734355006^1^0^"This is a wonderful book. My six year old daughter and I both really enjoyed reading the book."^5^December 23, 2009
grantma, ^734355006^1^0^"I am familiar with this book. I wanted to give it to a gal who just gave birth to her first baby, a boy named Noah. The price of $3.30 for the book is fanTAStic and Wal-mart offers free site to store shipping."^5^July 18, 2010
asleep123, ^734355006^1^0^"i used to read this book when i was little. it always made me cry. i love this book. i would recommend it to anyone. its an amazing book."^5^July 28, 2011
Kelley8601, ^455093^2^0^"My daughter's obsessed with Dr. Seuss right now and this book is nice for the collection. One problem is wal mart sent the 'party edition' and no where on the description does it mention that. It was a little weird at first and it's not her favorite but not all can be."^4^June 7, 2010
Jefrob, ^455093^1^1^"This is a great book, and Wal Mart provides it quickly for a good price. I gave it to a little girl who loves it. Unfortunately, two boxes arrived labeled as my book even though one item was obviously far too large and heavy to be a book. I had to arrange to return the second item."^4^May 11, 2011
MBBM2013, ^455093^1^0^"I bought for my 5 year old son. Hel liked very much! I told me to read it for him many times.
This book cover almost everything the kindergarten need to learn at school!"^5^October 4, 2015
C226, ^2024116^29^3^"The Battlefield Of The Mind is by far a really good book and one I would most definitely recommend. When I read that book it caught my attention and made me realize that everyday we are in a constant battle not only physically but spiritually and emotionally in our minds as well. I have read The Penny, The Battlefield of The Mind, and Living Beyond Your Feelings which I am currently reading and it's pretty good. Even though I haven't read all of her books she is w/out a doubt one of the few pastors that I will actually look up to. Tell your friends and your family to get her books. You can learn a lot from her. I have and one thing that I've also learned is that life is a never-ending school. You start from Preschool, Elementary, middle/Jr. High, High School, and College and even though u graduated from those schools you are still learning a lot about life and yourself."^4^March 11, 2012
MarineMommie, ^2024116^18^4^"Very mind opening - I never realized the strongholds the enemy had in my mind, but Joyce's work has really helped be to start fighting back!"^5^February 7, 2009
